nglovpp210_jpg.rf.0f4b1e11408a589f90181b37642fd5c2.jpg,182,131,231,156,no_glove
packing1949_jpg.rf.0f5f02406cf08227aaf40842bf88eacf.jpg,343,164,367,190,goggles
PP02img1499_jpg.rf.0f72b69b3cd57cb091c665d1e7ff8745.jpg,74,243,106,299,glove
PP02img1499_jpg.rf.0f72b69b3cd57cb091c665d1e7ff8745.jpg,125,217,151,275,glove
PP02img1499_jpg.rf.0f72b69b3cd57cb091c665d1e7ff8745.jpg,137,110,167,149,no_glove
PP02img1499_jpg.rf.0f72b69b3cd57cb091c665d1e7ff8745.jpg,159,108,171,142,no_glove
packing1437_jpg.rf.0f6241f5381277504f4856b6a4e9386b.jpg,308,92,338,116,no_goggles
packing1437_jpg.rf.0f6241f5381277504f4856b6a4e9386b.jpg,55,137,79,160,no_goggles
PP02img932_jpg.rf.0f70d2b8b298c204ffbf024a84212261.jpg,75,146,102,189,no_glove
PP02img932_jpg.rf.0f70d2b8b298c204ffbf024a84212261.jpg,310,132,341,202,no_glove
PP02img932_jpg.rf.0f70d2b8b298c204ffbf024a84212261.jpg,371,28,400,76,no_glove
kp159_jpg.rf.0f58da6f10eb3d39c45cecc760850442.jpg,233,284,259,305,goggles
kp1209_jpg.rf.0f55f87deb29e7518bfc1587825f142f.jpg,121,289,151,312,goggles
packing1136_jpg.rf.0f7280d14c1235a354fb7c4276787cd3.jpg,306,103,334,126,no_goggles
kp876_jpg.rf.0f776bcfbc2f26cf73b66c96bb0623cc.jpg,235,316,265,342,goggles
packing771_jpg.rf.0f6d290665dc3972e5af2eb8411fce37.jpg,330,143,350,168,goggles
packing771_jpg.rf.0f6d290665dc3972e5af2eb8411fce37.jpg,89,123,113,152,goggles
PP02img578_jpg.rf.0f772c6444f3ae610543ef03a1cc9847.jpg,60,121,92,150,no_glove
PP02img578_jpg.rf.0f772c6444f3ae610543ef03a1cc9847.jpg,33,165,52,236,no_glove
PP02img578_jpg.rf.0f772c6444f3ae610543ef03a1cc9847.jpg,116,138,153,221,no_glove
PP02img578_jpg.rf.0f772c6444f3ae610543ef03a1cc9847.jpg,163,143,187,215,no_glove
PP02img578_jpg.rf.0f772c6444f3ae610543ef03a1cc9847.jpg,187,89,211,171,no_glove
PP02img578_jpg.rf.0f772c6444f3ae610543ef03a1cc9847.jpg,223,80,245,135,no_glove
nglovpp2200_jpg.rf.0f704cf29ba0415cb2f1b0d3528f944d.jpg,206,93,258,139,no_glove
nglovpp2200_jpg.rf.0f704cf29ba0415cb2f1b0d3528f944d.jpg,302,134,351,176,no_glove
nglovpp2200_jpg.rf.0f704cf29ba0415cb2f1b0d3528f944d.jpg,57,223,90,305,no_glove
packing1813_jpg.rf.0f71262775fdea9df070467544e5356d.jpg,348,150,377,178,goggles
kp246_jpg.rf.0f7a6d0fba02170f2588f2edf0b0ddd6.jpg,173,315,198,339,goggles
nglovpp37_jpg.rf.0f80f43c252c24a951e0c73d775348c1.jpg,118,171,173,244,no_glove
nglovpp2176_jpg.rf.0f74143bbbd28011517618628147f2f2.jpg,312,187,363,249,no_glove
nglovpp2176_jpg.rf.0f74143bbbd28011517618628147f2f2.jpg,188,129,226,162,no_glove
nglovpp2176_jpg.rf.0f74143bbbd28011517618628147f2f2.jpg,187,114,211,155,no_glove
nglovpp2176_jpg.rf.0f74143bbbd28011517618628147f2f2.jpg,77,146,121,182,no_glove
nglovpp2176_jpg.rf.0f74143bbbd28011517618628147f2f2.jpg,292,279,328,338,glove
kp562_jpg.rf.0f95bcda3c8b06720f58de1bddca6505.jpg,0,273,21,295,no_goggles
kp562_jpg.rf.0f95bcda3c8b06720f58de1bddca6505.jpg,215,320,245,346,goggles
kp319_jpg.rf.0f8e247da04a29f4ef69edb8fffd282c.jpg,166,303,192,328,goggles
kp1994_jpg.rf.0f9239bed2c431104733349b3ee79d40.jpg,161,304,193,332,no_goggles
PP02img956_jpg.rf.0f8466d846e2a04ceb8dbbf64fe8fbcf.jpg,111,129,131,178,no_glove
kp527_jpg.rf.0f9905882ce9236910e08257ae7758b7.jpg,221,315,252,340,goggles
kp527_jpg.rf.0f9905882ce9236910e08257ae7758b7.jpg,9,276,34,294,no_goggles
img324_jpg.rf.0f8f0c6ecd2341f1fff88ceaf5112e51.jpg,316,143,364,203,glove
img324_jpg.rf.0f8f0c6ecd2341f1fff88ceaf5112e51.jpg,270,179,304,271,glove
img324_jpg.rf.0f8f0c6ecd2341f1fff88ceaf5112e51.jpg,50,223,89,308,glove
kp1257_jpg.rf.0f84bb0302cbf4cfb10f7093c8b2bbad.jpg,146,273,179,298,goggles
kp1257_jpg.rf.0f84bb0302cbf4cfb10f7093c8b2bbad.jpg,129,230,208,416,no-suit
frame64--2-_jpg.rf.0f9ef3e59e802165e529702d772ff4f6.jpg,234,173,311,389,suit
PP02img1503_jpg.rf.0fa6deb57acefbad38446d1238a48728.jpg,247,217,305,277,glove
PP02img1503_jpg.rf.0fa6deb57acefbad38446d1238a48728.jpg,238,190,280,237,glove
kp1203_jpg.rf.0fa8c0f1ecc87fa64fb9ebe7c6029f8e.jpg,138,281,172,304,goggles
PP02img1355_jpg.rf.0f9e1bbcbe2d54d00eb7e55e146c916f.jpg,317,172,363,215,glove
PP02img1355_jpg.rf.0f9e1bbcbe2d54d00eb7e55e146c916f.jpg,294,236,327,297,glove
PP02img1355_jpg.rf.0f9e1bbcbe2d54d00eb7e55e146c916f.jpg,225,179,274,226,no_glove
PP02img1355_jpg.rf.0f9e1bbcbe2d54d00eb7e55e146c916f.jpg,204,159,237,204,no_glove
PP02img1355_jpg.rf.0f9e1bbcbe2d54d00eb7e55e146c916f.jpg,49,118,83,162,no_glove
kp776_jpg.rf.0fabfabb4129117ef47871953ca5f621.jpg,164,315,197,344,goggles
kp871_jpg.rf.0f9ef8b10b767da695b85fb2de3653ec.jpg,144,320,169,345,goggles
kp1621_jpg.rf.0faef1be4205aac7c009f31af24ea5c8.jpg,160,297,190,322,no_goggles
packing1459_jpg.rf.0fd3517c2ae65276845870a52796436c.jpg,99,112,121,140,no_goggles
packing1459_jpg.rf.0fd3517c2ae65276845870a52796436c.jpg,354,135,377,159,no_goggles
packing1122_jpg.rf.0fb83b4b86cd73edfe45d1273e75d415.jpg,346,238,391,267,no_goggles
packing1122_jpg.rf.0fb83b4b86cd73edfe45d1273e75d415.jpg,62,132,88,153,no_goggles
packing1122_jpg.rf.0fb83b4b86cd73edfe45d1273e75d415.jpg,144,108,165,127,no_goggles
packing1749_jpg.rf.0fae9e2e10e5ed1a1083391761aca70d.jpg,108,96,137,122,no_goggles
packing687_jpg.rf.0f9da4538b62be020c2d9e549e3dd361.jpg,277,107,299,121,goggles
kp843_jpg.rf.0fc22346c66ba6368f671fe4a0c01b4c.jpg,248,321,275,351,goggles
packing1868_jpg.rf.0fc74d903dfd268a6af837d89293df35.jpg,118,95,142,118,no_goggles
PP02img825_jpg.rf.0fb695e09f69c1c06c754c2e790ae9b4.jpg,306,107,328,165,no_glove
PP02img825_jpg.rf.0fb695e09f69c1c06c754c2e790ae9b4.jpg,369,0,391,58,no_glove
img490_jpg.rf.0fd4de38780f7bed06f0c3ddcb1e7a1e.jpg,292,144,329,217,glove
img490_jpg.rf.0fd4de38780f7bed06f0c3ddcb1e7a1e.jpg,361,148,409,191,glove
img490_jpg.rf.0fd4de38780f7bed06f0c3ddcb1e7a1e.jpg,133,218,163,281,glove
img490_jpg.rf.0fd4de38780f7bed06f0c3ddcb1e7a1e.jpg,90,257,135,316,glove
img490_jpg.rf.0fd4de38780f7bed06f0c3ddcb1e7a1e.jpg,139,40,174,62,no_glove
kp603_jpg.rf.0fa4ff32993fed57c6ac358c3a31ed94.jpg,163,302,190,325,goggles
kp603_jpg.rf.0fa4ff32993fed57c6ac358c3a31ed94.jpg,371,250,394,266,no_goggles
kp675_jpg.rf.0fd08084af9313a2a7ef1538ca4b7aed.jpg,169,305,196,327,goggles
packing1812_jpg.rf.0ff83551d57fa7fac0af0f7ff65c7ba6.jpg,354,161,384,186,goggles
packing732_jpg.rf.0fe14a0ef5da8da344debb9d6515104b.jpg,304,111,327,137,goggles
kp1560_jpg.rf.0feb42a7477ec15f2091a5fb034ffa9b.jpg,162,304,191,327,no_goggles
kp1560_jpg.rf.0feb42a7477ec15f2091a5fb034ffa9b.jpg,340,271,374,297,no_goggles
PP02img61_jpg.rf.0fdb0002760990a0dc2b890a4d9d83be.jpg,297,205,351,259,no_glove
PP02img61_jpg.rf.0fdb0002760990a0dc2b890a4d9d83be.jpg,239,154,262,209,no_glove
PP02img61_jpg.rf.0fdb0002760990a0dc2b890a4d9d83be.jpg,246,63,260,149,no_glove
PP02img61_jpg.rf.0fdb0002760990a0dc2b890a4d9d83be.jpg,144,268,166,309,glove
PP02img61_jpg.rf.0fdb0002760990a0dc2b890a4d9d83be.jpg,100,287,140,340,glove
PP02img61_jpg.rf.0fdb0002760990a0dc2b890a4d9d83be.jpg,62,137,85,189,no_glove
PP02img1437_jpg.rf.0fddbfb95ccdf2cf83cfa2fe6fb43a74.jpg,75,282,100,349,glove
PP02img1437_jpg.rf.0fddbfb95ccdf2cf83cfa2fe6fb43a74.jpg,117,248,144,308,glove
PP02img1437_jpg.rf.0fddbfb95ccdf2cf83cfa2fe6fb43a74.jpg,137,190,184,235,no_glove
PP02img1437_jpg.rf.0fddbfb95ccdf2cf83cfa2fe6fb43a74.jpg,168,174,205,209,no_glove
PP02img1437_jpg.rf.0fddbfb95ccdf2cf83cfa2fe6fb43a74.jpg,311,131,345,196,no_glove
PP02img1437_jpg.rf.0fddbfb95ccdf2cf83cfa2fe6fb43a74.jpg,224,272,258,332,glove
img279_jpg.rf.0fe8562cdf1d356fd833eb6c442594b8.jpg,263,254,308,345,glove
img279_jpg.rf.0fe8562cdf1d356fd833eb6c442594b8.jpg,237,228,281,313,glove
img279_jpg.rf.0fe8562cdf1d356fd833eb6c442594b8.jpg,156,235,181,316,glove
img279_jpg.rf.0fe8562cdf1d356fd833eb6c442594b8.jpg,123,260,165,346,glove
PP02img715_jpg.rf.0ff4206b7fccce08460f7512db247fd4.jpg,76,183,114,311,no_glove
PP02img715_jpg.rf.0ff4206b7fccce08460f7512db247fd4.jpg,288,117,325,180,no_glove
kp1087_jpg.rf.0fea9f246aa3af53371c7171d0612d66.jpg,213,322,238,342,goggles
fglov127_jpg.rf.0fda309427764fc6a523df66f2c23b35.jpg,152,31,188,72,no_glove
fglov127_jpg.rf.0fda309427764fc6a523df66f2c23b35.jpg,92,179,127,241,glove
fglov127_jpg.rf.0fda309427764fc6a523df66f2c23b35.jpg,338,206,381,278,glove
fglov127_jpg.rf.0fda309427764fc6a523df66f2c23b35.jpg,370,144,411,204,glove
kp1263_jpg.rf.0fdc01d6e63e89642e647579338ddeb4.jpg,221,285,251,313,goggles
PP02img177_jpg.rf.0fe9c0da8c7eb31b7e3f82d3535525a9.jpg,55,233,84,352,no_glove
PP02img177_jpg.rf.0fe9c0da8c7eb31b7e3f82d3535525a9.jpg,92,233,122,341,no_glove
PP02img177_jpg.rf.0fe9c0da8c7eb31b7e3f82d3535525a9.jpg,178,103,204,175,no_glove
PP02img177_jpg.rf.0fe9c0da8c7eb31b7e3f82d3535525a9.jpg,242,307,278,385,glove
PP02img177_jpg.rf.0fe9c0da8c7eb31b7e3f82d3535525a9.jpg,321,217,370,279,glove
kp447_jpg.rf.0fe5865ff7b3c76d86399c5574e36cd5.jpg,226,301,251,326,goggles
img253_jpg.rf.0fd8bc1d2e7d23fcbdad09926bdcdc97.jpg,239,189,297,290,glove
img253_jpg.rf.0fd8bc1d2e7d23fcbdad09926bdcdc97.jpg,400,211,416,304,glove
img253_jpg.rf.0fd8bc1d2e7d23fcbdad09926bdcdc97.jpg,118,162,150,246,glove
img253_jpg.rf.0fd8bc1d2e7d23fcbdad09926bdcdc97.jpg,63,183,117,266,glove
img253_jpg.rf.0fd8bc1d2e7d23fcbdad09926bdcdc97.jpg,250,20,285,51,no_glove
packing1734_jpg.rf.0fff56c32671e39d7313030b0c3ccfd7.jpg,49,162,75,190,goggles
packing1734_jpg.rf.0fff56c32671e39d7313030b0c3ccfd7.jpg,301,99,324,122,no_goggles
frame481_jpg.rf.0fec8eb3999cdc9f5c78b3631c3d48cc.jpg,279,150,345,360,no-suit
frame481_jpg.rf.0fec8eb3999cdc9f5c78b3631c3d48cc.jpg,393,224,416,416,no-suit
packing195_jpg.rf.1026590652b1b07c57f4a1f149c54e65.jpg,99,83,124,99,goggles
packing766_jpg.rf.0fe4e49d6be1601157bfb54d3dfc219a.jpg,329,154,348,173,goggles
packing766_jpg.rf.0fe4e49d6be1601157bfb54d3dfc219a.jpg,80,115,105,144,goggles
packing1782_jpg.rf.100ffcb44cf0c92c045feed7dfe7281b.jpg,101,86,128,111,goggles
packing1782_jpg.rf.100ffcb44cf0c92c045feed7dfe7281b.jpg,329,155,356,179,goggles
fglov122_jpg.rf.100c77df8dfdfb9f5a7d253a6eadbf06.jpg,132,221,173,288,glove
fglov122_jpg.rf.100c77df8dfdfb9f5a7d253a6eadbf06.jpg,107,248,163,331,glove
